# Goldbach verification checkpoint + samples
# original_start=4000121119999999996
# original_end=4001000000000000000
# last_verified=4000591379999999994
# total_verified=235130000000000
# total_total=235130000000000
# total_tries=4045026860116
# total_qhot=234988559422192
# total_misses=0
# elapsed_sec=260217.164346
N,p,q,source
4000591340000000308,977,4000591339999999331,QHOT
4000591340000000310,157,4000591340000000153,QHOT
4000591340000000312,613,4000591339999999699,QHOT
4000591340000000314,983,4000591339999999331,QHOT
4000591340000000316,617,4000591339999999699,QHOT
4000591340000000318,619,4000591339999999699,QHOT
4000591340000000320,167,4000591340000000153,QHOT
4000591340000000322,229,4000591340000000093,QHOT
4000591340000000324,571,4000591339999999753,QHOT
4000591340000000326,173,4000591340000000153,QHOT
4000591340000000328,997,4000591339999999331,QHOT
4000591340000000330,631,4000591339999999699,QHOT
4000591340000000332,179,4000591340000000153,QHOT
4000591340000000334,181,4000591340000000153,QHOT
4000591340000000336,397,4000591339999999939,QHOT
4000591340000000338,809,4000591339999999529,QHOT
4000591340000000340,641,4000591339999999699,QHOT
4000591340000000342,643,4000591339999999699,QHOT
4000591340000000344,191,4000591340000000153,QHOT
4000591340000000346,647,4000591339999999699,QHOT
4000591340000000348,439,4000591339999999909,QHOT
4000591340000000350,197,4000591340000000153,QHOT
4000591340000000352,653,4000591339999999699,QHOT
4000591340000000354,601,4000591339999999753,QHOT
4000591340000000356,263,4000591340000000093,QHOT
4000591340000000358,659,4000591339999999699,QHOT
4000591340000000360,661,4000591339999999699,QHOT
4000591340000000362,269,4000591340000000093,QHOT
4000591340000000364,211,4000591340000000153,QHOT
4000591340000000366,613,4000591339999999753,QHOT
4000591340000000368,809,4000591339999999559,QHOT
4000591340000000370,277,4000591340000000093,QHOT
4000591340000000372,673,4000591339999999699,QHOT
4000591340000000374,281,4000591340000000093,QHOT
4000591340000000376,677,4000591339999999699,QHOT
4000591340000000378,439,4000591339999999939,QHOT
4000591340000000380,227,4000591340000000153,QHOT
4000591340000000382,683,4000591339999999699,QHOT
4000591340000000384,631,4000591339999999753,QHOT
4000591340000000386,233,4000591340000000153,QHOT
4000591340000000388,479,4000591339999999909,QHOT
4000591340000000390,691,4000591339999999699,QHOT
4000591340000000392,239,4000591340000000153,QHOT
4000591340000000394,241,4000591340000000153,QHOT
4000591340000000396,643,4000591339999999753,QHOT
4000591340000000398,839,4000591339999999559,QHOT
4000591340000000400,701,4000591339999999699,QHOT
4000591340000000402,463,4000591339999999939,QHOT
4000591340000000404,251,4000591340000000153,QHOT
4000591340000000406,313,4000591340000000093,QHOT
4000591340000000408,709,4000591339999999699,QHOT
4000591340000000410,257,4000591340000000153,QHOT
4000591340000000412,659,4000591339999999753,QHOT
4000591340000000414,661,4000591339999999753,QHOT
4000591340000000416,263,4000591340000000153,QHOT
4000591340000000418,719,4000591339999999699,QHOT
4000591340000000420,439,4000591339999999981,QHOT
4000591340000000422,269,4000591340000000153,QHOT
4000591340000000424,271,4000591340000000153,QHOT
4000591340000000426,727,4000591339999999699,QHOT
4000591340000000428,1097,4000591339999999331,QHOT
4000591340000000430,277,4000591340000000153,QHOT
4000591340000000432,733,4000591339999999699,QHOT
4000591340000000434,281,4000591340000000153,QHOT
4000591340000000436,283,4000591340000000153,QHOT
4000591340000000438,739,4000591339999999699,QHOT
4000591340000000440,347,4000591340000000093,QHOT
4000591340000000442,743,4000591339999999699,QHOT
4000591340000000444,691,4000591339999999753,QHOT
4000591340000000446,293,4000591340000000153,QHOT
4000591340000000448,1117,4000591339999999331,QHOT
4000591340000000450,751,4000591339999999699,QHOT
4000591340000000452,359,4000591340000000093,QHOT
4000591340000000454,701,4000591339999999753,QHOT
4000591340000000456,757,4000591339999999699,QHOT
4000591340000000458,929,4000591339999999529,QHOT
4000591340000000460,761,4000591339999999699,QHOT
4000591340000000462,709,4000591339999999753,QHOT
4000591340000000464,311,4000591340000000153,QHOT
4000591340000000466,313,4000591340000000153,QHOT
4000591340000000468,769,4000591339999999699,QHOT
4000591340000000470,317,4000591340000000153,QHOT
4000591340000000472,773,4000591339999999699,QHOT
4000591340000000474,523,4000591339999999951,QHOT
4000591340000000476,383,4000591340000000093,QHOT
4000591340000000478,569,4000591339999999909,QHOT
4000591340000000480,727,4000591339999999753,QHOT
4000591340000000482,389,4000591340000000093,QHOT
4000591340000000484,331,4000591340000000153,QHOT
4000591340000000486,787,4000591339999999699,QHOT
4000591340000000488,929,4000591339999999559,QHOT
4000591340000000490,337,4000591340000000153,QHOT
4000591340000000492,739,4000591339999999753,QHOT
4000591340000000494,401,4000591340000000093,QHOT
4000591340000000496,797,4000591339999999699,QHOT
4000591340000000498,547,4000591339999999951,QHOT
4000591340000000500,347,4000591340000000153,QHOT
4000591340000000502,349,4000591340000000153,QHOT
4000591340000000504,751,4000591339999999753,QHOT
4000591340000000506,353,4000591340000000153,QHOT
4000591340000000508,809,4000591339999999699,QHOT
4000591340000000510,811,4000591339999999699,QHOT
4000591340000000512,359,4000591340000000153,QHOT
4000591340000000514,421,4000591340000000093,QHOT
4000591340000000516,607,4000591339999999909,QHOT
4000591340000000518,1187,4000591339999999331,QHOT
4000591340000000520,821,4000591339999999699,QHOT
4000591340000000522,823,4000591339999999699,QHOT
4000591340000000524,431,4000591340000000093,QHOT
4000591340000000526,827,4000591339999999699,QHOT
4000591340000000528,829,4000591339999999699,QHOT
4000591340000000530,971,4000591339999999559,QHOT
4000591340000000532,379,4000591340000000153,QHOT
4000591340000000534,7,4000591340000000527,SIEVE
4000591340000000536,383,4000591340000000153,QHOT
4000591340000000538,11,4000591340000000527,QHOT
4000591340000000540,13,4000591340000000527,QHOT
4000591340000000542,389,4000591340000000153,QHOT
4000591340000000544,17,4000591340000000527,QHOT
4000591340000000546,19,4000591340000000527,QHOT
4000591340000000548,1217,4000591339999999331,QHOT
4000591340000000550,23,4000591340000000527,QHOT
4000591340000000552,853,4000591339999999699,QHOT
4000591340000000554,401,4000591340000000153,QHOT
4000591340000000556,29,4000591340000000527,QHOT
4000591340000000558,31,4000591340000000527,QHOT
4000591340000000560,467,4000591340000000093,QHOT
4000591340000000562,863,4000591339999999699,QHOT
4000591340000000564,37,4000591340000000527,QHOT
4000591340000000566,1163,4000591339999999403,QHOT
4000591340000000568,41,4000591340000000527,QHOT
4000591340000000570,43,4000591340000000527,QHOT
4000591340000000572,419,4000591340000000153,QHOT
4000591340000000574,47,4000591340000000527,QHOT
4000591340000000576,877,4000591339999999699,QHOT
4000591340000000578,1019,4000591339999999559,QHOT
4000591340000000580,53,4000591340000000527,QHOT
4000591340000000582,883,4000591339999999699,QHOT
4000591340000000584,431,4000591340000000153,QHOT
4000591340000000586,59,4000591340000000527,QHOT
4000591340000000588,61,4000591340000000527,QHOT
4000591340000000590,1259,4000591339999999331,QHOT
4000591340000000592,439,4000591340000000153,QHOT
4000591340000000594,67,4000591340000000527,QHOT
4000591340000000596,443,4000591340000000153,QHOT
4000591340000000598,71,4000591340000000527,QHOT
4000591340000000600,73,4000591340000000527,QHOT
4000591340000000602,449,4000591340000000153,QHOT
4000591340000000604,1201,4000591339999999403,QHOT
4000591340000000606,79,4000591340000000527,QHOT
4000591340000000608,1277,4000591339999999331,QHOT
4000591340000000610,83,4000591340000000527,QHOT
4000591340000000612,859,4000591339999999753,QHOT
4000591340000000614,461,4000591340000000153,QHOT
4000591340000000616,89,4000591340000000527,QHOT
4000591340000000618,919,4000591339999999699,QHOT
4000591340000000620,467,4000591340000000153,QHOT
4000591340000000622,1291,4000591339999999331,QHOT
4000591340000000624,97,4000591340000000527,QHOT
4000591340000000626,1223,4000591339999999403,QHOT
4000591340000000628,101,4000591340000000527,QHOT
4000591340000000630,103,4000591340000000527,QHOT
4000591340000000632,479,4000591340000000153,QHOT
4000591340000000634,107,4000591340000000527,QHOT
4000591340000000636,109,4000591340000000527,QHOT
4000591340000000638,1307,4000591339999999331,QHOT
4000591340000000640,113,4000591340000000527,QHOT
4000591340000000642,733,4000591339999999909,QHOT
4000591340000000644,491,4000591340000000153,QHOT
4000591340000000646,947,4000591339999999699,QHOT
4000591340000000648,739,4000591339999999909,QHOT
4000591340000000650,557,4000591340000000093,QHOT
4000591340000000652,953,4000591339999999699,QHOT
4000591340000000654,127,4000591340000000527,QHOT
4000591340000000656,503,4000591340000000153,QHOT
4000591340000000658,131,4000591340000000527,QHOT
4000591340000000660,907,4000591339999999753,QHOT
4000591340000000662,509,4000591340000000153,QHOT
4000591340000000664,137,4000591340000000527,QHOT
4000591340000000666,139,4000591340000000527,QHOT
4000591340000000668,1109,4000591339999999559,QHOT
4000591340000000670,971,4000591339999999699,QHOT
4000591340000000672,919,4000591339999999753,QHOT
4000591340000000674,521,4000591340000000153,QHOT
4000591340000000676,149,4000591340000000527,QHOT
4000591340000000678,151,4000591340000000527,QHOT
4000591340000000680,587,4000591340000000093,QHOT
4000591340000000682,983,4000591339999999699,QHOT
4000591340000000684,157,4000591340000000527,QHOT
4000591340000000686,593,4000591340000000093,QHOT
4000591340000000688,1129,4000591339999999559,QHOT
4000591340000000690,163,4000591340000000527,QHOT
4000591340000000692,599,4000591340000000093,QHOT
4000591340000000694,167,4000591340000000527,QHOT
4000591340000000696,997,4000591339999999699,QHOT
4000591340000000698,1367,4000591339999999331,QHOT
4000591340000000700,173,4000591340000000527,QHOT
4000591340000000702,751,4000591339999999951,QHOT
4000591340000000704,1373,4000591339999999331,QHOT
4000591340000000706,179,4000591340000000527,QHOT
4000591340000000708,181,4000591340000000527,QHOT
4000591340000000710,557,4000591340000000153,QHOT
4000591340000000712,1013,4000591339999999699,QHOT
4000591340000000714,733,4000591339999999981,QHOT
4000591340000000716,563,4000591340000000153,QHOT
4000591340000000718,191,4000591340000000527,QHOT
4000591340000000720,193,4000591340000000527,QHOT
4000591340000000722,569,4000591340000000153,QHOT
4000591340000000724,197,4000591340000000527,QHOT
4000591340000000726,199,4000591340000000527,QHOT
4000591340000000728,11,4000591340000000717,SIEVE
4000591340000000730,13,4000591340000000717,QHOT
4000591340000000732,1033,4000591339999999699,QHOT
4000591340000000734,17,4000591340000000717,QHOT
4000591340000000736,19,4000591340000000717,QHOT
4000591340000000738,211,4000591340000000527,QHOT
4000591340000000740,23,4000591340000000717,QHOT
4000591340000000742,761,4000591339999999981,QHOT
4000591340000000744,991,4000591339999999753,QHOT
4000591340000000746,29,4000591340000000717,QHOT
4000591340000000748,31,4000591340000000717,QHOT
4000591340000000750,223,4000591340000000527,QHOT
4000591340000000752,599,4000591340000000153,QHOT
4000591340000000754,37,4000591340000000717,QHOT
4000591340000000756,229,4000591340000000527,QHOT
4000591340000000758,41,4000591340000000717,QHOT
4000591340000000760,43,4000591340000000717,QHOT
4000591340000000762,1063,4000591339999999699,QHOT
4000591340000000764,47,4000591340000000717,QHOT
4000591340000000766,239,4000591340000000527,QHOT
4000591340000000768,241,4000591340000000527,QHOT
4000591340000000770,53,4000591340000000717,QHOT
4000591340000000772,619,4000591340000000153,QHOT
4000591340000000774,1021,4000591339999999753,QHOT
4000591340000000776,59,4000591340000000717,QHOT
4000591340000000778,61,4000591340000000717,QHOT
4000591340000000780,829,4000591339999999951,QHOT
4000591340000000782,1451,4000591339999999331,QHOT
4000591340000000784,67,4000591340000000717,QHOT
4000591340000000786,1087,4000591339999999699,QHOT
4000591340000000788,71,4000591340000000717,QHOT
4000591340000000790,73,4000591340000000717,QHOT
4000591340000000792,1093,4000591339999999699,QHOT
4000591340000000794,641,4000591340000000153,QHOT
4000591340000000796,79,4000591340000000717,QHOT
4000591340000000798,271,4000591340000000527,QHOT
4000591340000000800,83,4000591340000000717,QHOT
4000591340000000802,1103,4000591339999999699,QHOT
4000591340000000804,277,4000591340000000527,QHOT
4000591340000000806,89,4000591340000000717,QHOT
4000591340000000808,281,4000591340000000527,QHOT
4000591340000000810,283,4000591340000000527,QHOT
4000591340000000812,659,4000591340000000153,QHOT
4000591340000000814,97,4000591340000000717,QHOT
4000591340000000816,1117,4000591339999999699,QHOT
4000591340000000818,101,4000591340000000717,QHOT
4000591340000000820,103,4000591340000000717,QHOT
4000591340000000822,1123,4000591339999999699,QHOT
4000591340000000824,107,4000591340000000717,QHOT
4000591340000000826,109,4000591340000000717,QHOT
4000591340000000828,1129,4000591339999999699,QHOT
4000591340000000830,113,4000591340000000717,QHOT
4000591340000000832,739,4000591340000000093,QHOT
4000591340000000834,307,4000591340000000527,QHOT
4000591340000000836,683,4000591340000000153,QHOT
4000591340000000838,311,4000591340000000527,QHOT
4000591340000000840,313,4000591340000000527,QHOT
4000591340000000842,1511,4000591339999999331,QHOT
4000591340000000844,127,4000591340000000717,QHOT
4000591340000000846,1093,4000591339999999753,QHOT
4000591340000000848,131,4000591340000000717,QHOT
4000591340000000850,1151,4000591339999999699,QHOT
4000591340000000852,1153,4000591339999999699,QHOT
4000591340000000854,137,4000591340000000717,QHOT
4000591340000000856,139,4000591340000000717,QHOT
4000591340000000858,331,4000591340000000527,QHOT
4000591340000000860,1301,4000591339999999559,QHOT
4000591340000000862,1163,4000591339999999699,QHOT
4000591340000000864,337,4000591340000000527,QHOT
4000591340000000866,149,4000591340000000717,QHOT
4000591340000000868,151,4000591340000000717,QHOT
4000591340000000870,1171,4000591339999999699,QHOT
4000591340000000872,719,4000591340000000153,QHOT
4000591340000000874,157,4000591340000000717,QHOT
4000591340000000876,349,4000591340000000527,QHOT
4000591340000000878,1319,4000591339999999559,QHOT
4000591340000000880,163,4000591340000000717,QHOT
4000591340000000882,1129,4000591339999999753,QHOT
4000591340000000884,167,4000591340000000717,QHOT
4000591340000000886,359,4000591340000000527,QHOT
4000591340000000888,937,4000591339999999951,QHOT
4000591340000000890,173,4000591340000000717,QHOT
4000591340000000892,1193,4000591339999999699,QHOT
4000591340000000894,367,4000591340000000527,QHOT
4000591340000000896,179,4000591340000000717,QHOT
4000591340000000898,181,4000591340000000717,QHOT
4000591340000000900,373,4000591340000000527,QHOT
4000591340000000902,809,4000591340000000093,QHOT
4000591340000000904,751,4000591340000000153,QHOT
4000591340000000906,379,4000591340000000527,QHOT
4000591340000000908,191,4000591340000000717,QHOT
4000591340000000910,193,4000591340000000717,QHOT
4000591340000000912,1213,4000591339999999699,QHOT
4000591340000000914,197,4000591340000000717,QHOT
4000591340000000916,199,4000591340000000717,QHOT
4000591340000000918,1009,4000591339999999909,QHOT
4000591340000000920,827,4000591340000000093,QHOT
4000591340000000922,1223,4000591339999999699,QHOT
4000591340000000924,397,4000591340000000527,QHOT
4000591340000000926,773,4000591340000000153,QHOT
4000591340000000928,211,4000591340000000717,QHOT
4000591340000000930,1231,4000591339999999699,QHOT
4000591340000000932,839,4000591340000000093,QHOT
4000591340000000934,1181,4000591339999999753,QHOT
4000591340000000936,409,4000591340000000527,QHOT
4000591340000000938,1607,4000591339999999331,QHOT
4000591340000000940,223,4000591340000000717,QHOT
4000591340000000942,1033,4000591339999999909,QHOT
4000591340000000944,227,4000591340000000717,QHOT
4000591340000000946,229,4000591340000000717,QHOT
4000591340000000948,421,4000591340000000527,QHOT
4000591340000000950,233,4000591340000000717,QHOT
4000591340000000952,859,4000591340000000093,QHOT
4000591340000000954,1201,4000591339999999753,QHOT
4000591340000000956,239,4000591340000000717,QHOT
4000591340000000958,241,4000591340000000717,QHOT
4000591340000000960,433,4000591340000000527,QHOT
4000591340000000962,809,4000591340000000153,QHOT
4000591340000000964,811,4000591340000000153,QHOT
4000591340000000966,439,4000591340000000527,QHOT
4000591340000000968,251,4000591340000000717,QHOT
4000591340000000970,443,4000591340000000527,QHOT
4000591340000000972,1063,4000591339999999909,QHOT
4000591340000000974,257,4000591340000000717,QHOT
4000591340000000976,449,4000591340000000527,QHOT
4000591340000000978,1279,4000591339999999699,QHOT
4000591340000000980,263,4000591340000000717,QHOT
4000591340000000982,1283,4000591339999999699,QHOT
4000591340000000984,457,4000591340000000527,QHOT
4000591340000000986,269,4000591340000000717,QHOT
4000591340000000988,271,4000591340000000717,QHOT
4000591340000000990,463,4000591340000000527,QHOT
4000591340000000992,839,4000591340000000153,QHOT
4000591340000000994,277,4000591340000000717,QHOT
4000591340000000996,1297,4000591339999999699,QHOT
4000591340000000998,281,4000591340000000717,QHOT
4000591340000001000,283,4000591340000000717,QHOT
4000591340000001002,1303,4000591339999999699,QHOT
4000591340000001004,911,4000591340000000093,QHOT
4000591340000001006,479,4000591340000000527,QHOT
4000591340000001008,1069,4000591339999999939,QHOT
4000591340000001010,293,4000591340000000717,QHOT
4000591340000001012,859,4000591340000000153,QHOT
4000591340000001014,487,4000591340000000527,QHOT
4000591340000001016,863,4000591340000000153,QHOT
4000591340000001018,491,4000591340000000527,QHOT
4000591340000001020,1321,4000591339999999699,QHOT
4000591340000001022,929,4000591340000000093,QHOT
4000591340000001024,307,4000591340000000717,QHOT
4000591340000001026,499,4000591340000000527,QHOT
4000591340000001028,311,4000591340000000717,QHOT
4000591340000001030,313,4000591340000000717,QHOT
4000591340000001032,1279,4000591339999999753,QHOT
4000591340000001034,317,4000591340000000717,QHOT
4000591340000001036,509,4000591340000000527,QHOT
4000591340000001038,1129,4000591339999999909,QHOT
4000591340000001040,887,4000591340000000153,QHOT
4000591340000001042,1289,4000591339999999753,QHOT
4000591340000001044,1291,4000591339999999753,QHOT
4000591340000001046,953,4000591340000000093,QHOT
4000591340000001048,331,4000591340000000717,QHOT
4000591340000001050,523,4000591340000000527,QHOT
4000591340000001052,1721,4000591339999999331,QHOT
4000591340000001054,337,4000591340000000717,QHOT
4000591340000001056,1303,4000591339999999753,QHOT
4000591340000001058,1499,4000591339999999559,QHOT
4000591340000001060,1361,4000591339999999699,QHOT
4000591340000001062,1153,4000591339999999909,QHOT
4000591340000001064,347,4000591340000000717,QHOT
4000591340000001066,349,4000591340000000717,QHOT
4000591340000001068,541,4000591340000000527,QHOT
4000591340000001070,353,4000591340000000717,QHOT
4000591340000001072,1373,4000591339999999699,QHOT
4000591340000001074,547,4000591340000000527,QHOT
4000591340000001076,359,4000591340000000717,QHOT
4000591340000001078,1747,4000591339999999331,QHOT
4000591340000001080,1381,4000591339999999699,QHOT
4000591340000001082,929,4000591340000000153,QHOT
4000591340000001084,367,4000591340000000717,QHOT
4000591340000001086,7,4000591340000001079,SIEVE
4000591340000001088,1559,4000591339999999529,QHOT
4000591340000001090,11,4000591340000001079,QHOT
4000591340000001092,13,4000591340000001079,QHOT
4000591340000001094,941,4000591340000000153,QHOT
4000591340000001096,17,4000591340000001079,QHOT
4000591340000001098,19,4000591340000001079,QHOT
4000591340000001100,383,4000591340000000717,QHOT
4000591340000001102,23,4000591340000001079,QHOT
4000591340000001104,577,4000591340000000527,QHOT
4000591340000001106,389,4000591340000000717,QHOT
4000591340000001108,29,4000591340000001079,QHOT
4000591340000001110,31,4000591340000001079,QHOT
4000591340000001112,1019,4000591340000000093,QHOT
4000591340000001114,397,4000591340000000717,QHOT
4000591340000001116,37,4000591340000001079,QHOT
4000591340000001118,401,4000591340000000717,QHOT
4000591340000001120,41,4000591340000001079,QHOT
4000591340000001122,43,4000591340000001079,QHOT
4000591340000001124,971,4000591340000000153,QHOT
4000591340000001126,47,4000591340000001079,QHOT
4000591340000001128,601,4000591340000000527,QHOT
4000591340000001130,977,4000591340000000153,QHOT
4000591340000001132,53,4000591340000001079,QHOT
4000591340000001134,607,4000591340000000527,QHOT
4000591340000001136,419,4000591340000000717,QHOT
4000591340000001138,59,4000591340000001079,QHOT
4000591340000001140,61,4000591340000001079,QHOT
4000591340000001142,1049,4000591340000000093,QHOT
4000591340000001144,617,4000591340000000527,QHOT
4000591340000001146,67,4000591340000001079,QHOT
4000591340000001148,431,4000591340000000717,QHOT
4000591340000001150,71,4000591340000001079,QHOT
4000591340000001152,73,4000591340000001079,QHOT
4000591340000001154,1061,4000591340000000093,QHOT
4000591340000001156,439,4000591340000000717,QHOT
4000591340000001158,79,4000591340000001079,QHOT
4000591340000001160,443,4000591340000000717,QHOT
4000591340000001162,83,4000591340000001079,QHOT
4000591340000001164,1213,4000591339999999951,QHOT
4000591340000001166,449,4000591340000000717,QHOT
4000591340000001168,89,4000591340000001079,QHOT
4000591340000001170,643,4000591340000000527,QHOT
4000591340000001172,1019,4000591340000000153,QHOT
4000591340000001174,457,4000591340000000717,QHOT
4000591340000001176,97,4000591340000001079,QHOT
4000591340000001178,461,4000591340000000717,QHOT
4000591340000001180,101,4000591340000001079,QHOT
