# Goldbach verification checkpoint + samples
# original_start=4000000000000000000
# original_end=4001000000000000000
# last_verified=4000037279999999998
# total_verified=18640000000000
# total_total=18640000000000
# total_tries=72730052155
# total_qhot=18637460069235
# total_misses=0
# elapsed_sec=19859.478555
N,p,q,source
4000000000000000076,193,3999999999999999883,QHOT
4000000000000000078,317,3999999999999999761,QHOT
4000000000000000080,1277,3999999999999998803,QHOT
4000000000000000082,1279,3999999999999998803,QHOT
4000000000000000084,587,3999999999999999497,QHOT
4000000000000000086,1283,3999999999999998803,QHOT
4000000000000000088,397,3999999999999999691,QHOT
4000000000000000090,593,3999999999999999497,QHOT
4000000000000000092,1289,3999999999999998803,QHOT
4000000000000000094,1291,3999999999999998803,QHOT
4000000000000000096,599,3999999999999999497,QHOT
4000000000000000098,337,3999999999999999761,QHOT
4000000000000000100,1297,3999999999999998803,QHOT
4000000000000000102,311,3999999999999999791,QHOT
4000000000000000104,1301,3999999999999998803,QHOT
4000000000000000106,1303,3999999999999998803,QHOT
4000000000000000108,347,3999999999999999761,QHOT
4000000000000000110,1307,3999999999999998803,QHOT
4000000000000000112,229,3999999999999999883,QHOT
4000000000000000114,353,3999999999999999761,QHOT
4000000000000000116,233,3999999999999999883,QHOT
4000000000000000118,769,3999999999999999349,SIEVE
4000000000000000120,359,3999999999999999761,QHOT
4000000000000000122,773,3999999999999999349,QHOT
4000000000000000124,1321,3999999999999998803,QHOT
4000000000000000126,239,3999999999999999887,QHOT
4000000000000000128,367,3999999999999999761,QHOT
4000000000000000130,1327,3999999999999998803,QHOT
4000000000000000132,11,4000000000000000121,SIEVE
4000000000000000134,13,4000000000000000121,QHOT
4000000000000000136,787,3999999999999999349,QHOT
4000000000000000138,17,4000000000000000121,QHOT
4000000000000000140,19,4000000000000000121,QHOT
4000000000000000142,73,4000000000000000069,SIEVE
4000000000000000144,23,4000000000000000121,QHOT
4000000000000000146,797,3999999999999999349,QHOT
4000000000000000148,79,4000000000000000069,QHOT
4000000000000000150,29,4000000000000000121,QHOT
4000000000000000152,83,4000000000000000069,QHOT
4000000000000000154,271,3999999999999999883,QHOT
4000000000000000156,659,3999999999999999497,QHOT
4000000000000000158,89,4000000000000000069,QHOT
4000000000000000160,811,3999999999999999349,QHOT
4000000000000000162,41,4000000000000000121,QHOT
4000000000000000164,43,4000000000000000121,QHOT
4000000000000000166,97,4000000000000000069,QHOT
4000000000000000168,47,4000000000000000121,QHOT
4000000000000000170,101,4000000000000000069,QHOT
4000000000000000172,103,4000000000000000069,QHOT
4000000000000000174,53,4000000000000000121,QHOT
4000000000000000176,107,4000000000000000069,QHOT
4000000000000000178,109,4000000000000000069,QHOT
4000000000000000180,59,4000000000000000121,QHOT
4000000000000000182,113,4000000000000000069,QHOT
4000000000000000184,1381,3999999999999998803,QHOT
4000000000000000186,17,4000000000000000169,SIEVE
4000000000000000188,19,4000000000000000169,QHOT
4000000000000000190,307,3999999999999999883,QHOT
4000000000000000192,23,4000000000000000169,QHOT
4000000000000000194,73,4000000000000000121,QHOT
4000000000000000196,127,4000000000000000069,QHOT
4000000000000000198,29,4000000000000000169,QHOT
4000000000000000200,31,4000000000000000169,QHOT
4000000000000000202,853,3999999999999999349,QHOT
4000000000000000204,83,4000000000000000121,QHOT
4000000000000000206,37,4000000000000000169,QHOT
4000000000000000208,139,4000000000000000069,QHOT
4000000000000000210,41,4000000000000000169,QHOT
4000000000000000212,43,4000000000000000169,QHOT
4000000000000000214,331,3999999999999999883,QHOT
4000000000000000216,47,4000000000000000169,QHOT
4000000000000000218,149,4000000000000000069,QHOT
4000000000000000220,151,4000000000000000069,QHOT
4000000000000000222,53,4000000000000000169,QHOT
4000000000000000224,103,4000000000000000121,QHOT
4000000000000000226,157,4000000000000000069,QHOT
4000000000000000228,59,4000000000000000169,QHOT
4000000000000000230,61,4000000000000000169,QHOT
4000000000000000232,163,4000000000000000069,QHOT
4000000000000000234,113,4000000000000000121,QHOT
4000000000000000236,67,4000000000000000169,QHOT
4000000000000000238,547,3999999999999999691,QHOT
4000000000000000240,71,4000000000000000169,QHOT
4000000000000000242,73,4000000000000000169,QHOT
4000000000000000244,97,4000000000000000147,SIEVE
4000000000000000246,359,3999999999999999887,QHOT
4000000000000000248,101,4000000000000000147,QHOT
4000000000000000250,103,4000000000000000147,QHOT
4000000000000000252,83,4000000000000000169,QHOT
4000000000000000254,107,4000000000000000147,QHOT
4000000000000000256,109,4000000000000000147,QHOT
4000000000000000258,89,4000000000000000169,QHOT
4000000000000000260,113,4000000000000000147,QHOT
4000000000000000262,193,4000000000000000069,QHOT
4000000000000000264,503,3999999999999999761,QHOT
4000000000000000266,97,4000000000000000169,QHOT
4000000000000000268,199,4000000000000000069,QHOT
4000000000000000270,101,4000000000000000169,QHOT
4000000000000000272,103,4000000000000000169,QHOT
4000000000000000274,127,4000000000000000147,QHOT
4000000000000000276,107,4000000000000000169,QHOT
4000000000000000278,131,4000000000000000147,QHOT
4000000000000000280,211,4000000000000000069,QHOT
4000000000000000282,113,4000000000000000169,QHOT
4000000000000000284,137,4000000000000000147,QHOT
4000000000000000286,139,4000000000000000147,QHOT
4000000000000000288,167,4000000000000000121,QHOT
4000000000000000290,941,3999999999999999349,QHOT
4000000000000000292,223,4000000000000000069,QHOT
4000000000000000294,173,4000000000000000121,QHOT
4000000000000000296,149,4000000000000000147,QHOT
4000000000000000298,151,4000000000000000147,QHOT
4000000000000000300,131,4000000000000000169,QHOT
4000000000000000302,233,4000000000000000069,QHOT
4000000000000000304,157,4000000000000000147,QHOT
4000000000000000306,137,4000000000000000169,QHOT
4000000000000000308,139,4000000000000000169,QHOT
4000000000000000310,163,4000000000000000147,QHOT
4000000000000000312,191,4000000000000000121,QHOT
4000000000000000314,167,4000000000000000147,QHOT
4000000000000000316,967,3999999999999999349,QHOT
4000000000000000318,149,4000000000000000169,QHOT
4000000000000000320,173,4000000000000000147,QHOT
4000000000000000322,439,3999999999999999883,QHOT
4000000000000000324,563,3999999999999999761,QHOT
4000000000000000326,179,4000000000000000147,QHOT
4000000000000000328,181,4000000000000000147,QHOT
4000000000000000330,569,3999999999999999761,QHOT
4000000000000000332,163,4000000000000000169,QHOT
4000000000000000334,1531,3999999999999998803,QHOT
4000000000000000336,167,4000000000000000169,QHOT
4000000000000000338,191,4000000000000000147,QHOT
4000000000000000340,193,4000000000000000147,QHOT
4000000000000000342,173,4000000000000000169,QHOT
4000000000000000344,197,4000000000000000147,QHOT
4000000000000000346,199,4000000000000000147,QHOT
4000000000000000348,179,4000000000000000169,QHOT
4000000000000000350,181,4000000000000000169,QHOT
4000000000000000352,283,4000000000000000069,QHOT
4000000000000000354,233,4000000000000000121,QHOT
4000000000000000356,1553,3999999999999998803,QHOT
4000000000000000358,211,4000000000000000147,QHOT
4000000000000000360,191,4000000000000000169,QHOT
4000000000000000362,193,4000000000000000169,QHOT
4000000000000000364,673,3999999999999999691,QHOT
4000000000000000366,197,4000000000000000169,QHOT
4000000000000000368,199,4000000000000000169,QHOT
4000000000000000370,223,4000000000000000147,QHOT
4000000000000000372,251,4000000000000000121,QHOT
4000000000000000374,227,4000000000000000147,QHOT
4000000000000000376,229,4000000000000000147,QHOT
4000000000000000378,257,4000000000000000121,QHOT
4000000000000000380,233,4000000000000000147,QHOT
4000000000000000382,313,4000000000000000069,QHOT
4000000000000000384,263,4000000000000000121,QHOT
4000000000000000386,239,4000000000000000147,QHOT
4000000000000000388,241,4000000000000000147,QHOT
4000000000000000390,269,4000000000000000121,QHOT
4000000000000000392,223,4000000000000000169,QHOT
4000000000000000394,43,4000000000000000351,SIEVE
4000000000000000396,227,4000000000000000169,QHOT
4000000000000000398,47,4000000000000000351,QHOT
4000000000000000400,331,4000000000000000069,QHOT
4000000000000000402,233,4000000000000000169,QHOT
4000000000000000404,53,4000000000000000351,QHOT
4000000000000000406,337,4000000000000000069,QHOT
4000000000000000408,239,4000000000000000169,QHOT
4000000000000000410,59,4000000000000000351,QHOT
4000000000000000412,61,4000000000000000351,QHOT
4000000000000000414,293,4000000000000000121,QHOT
4000000000000000416,269,4000000000000000147,QHOT
4000000000000000418,67,4000000000000000351,QHOT
4000000000000000420,251,4000000000000000169,QHOT
4000000000000000422,71,4000000000000000351,QHOT
4000000000000000424,73,4000000000000000351,QHOT
4000000000000000426,257,4000000000000000169,QHOT
4000000000000000428,281,4000000000000000147,QHOT
4000000000000000430,79,4000000000000000351,QHOT
4000000000000000432,263,4000000000000000169,QHOT
4000000000000000434,83,4000000000000000351,QHOT
4000000000000000436,367,4000000000000000069,QHOT
4000000000000000438,269,4000000000000000169,QHOT
4000000000000000440,89,4000000000000000351,QHOT
4000000000000000442,373,4000000000000000069,QHOT
4000000000000000444,683,3999999999999999761,QHOT
4000000000000000446,277,4000000000000000169,QHOT
4000000000000000448,97,4000000000000000351,QHOT
4000000000000000450,281,4000000000000000169,QHOT
4000000000000000452,101,4000000000000000351,QHOT
4000000000000000454,103,4000000000000000351,QHOT
4000000000000000456,569,3999999999999999887,QHOT
4000000000000000458,107,4000000000000000351,QHOT
4000000000000000460,109,4000000000000000351,QHOT
4000000000000000462,293,4000000000000000169,QHOT
4000000000000000464,113,4000000000000000351,QHOT
4000000000000000466,397,4000000000000000069,QHOT
4000000000000000468,347,4000000000000000121,QHOT
4000000000000000470,401,4000000000000000069,QHOT
4000000000000000472,1123,3999999999999999349,QHOT
4000000000000000474,353,4000000000000000121,QHOT
4000000000000000476,307,4000000000000000169,QHOT
4000000000000000478,127,4000000000000000351,QHOT
4000000000000000480,311,4000000000000000169,QHOT
4000000000000000482,131,4000000000000000351,QHOT
4000000000000000484,337,4000000000000000147,QHOT
4000000000000000486,317,4000000000000000169,QHOT
4000000000000000488,137,4000000000000000351,QHOT
4000000000000000490,139,4000000000000000351,QHOT
4000000000000000492,701,3999999999999999791,QHOT
4000000000000000494,347,4000000000000000147,QHOT
4000000000000000496,349,4000000000000000147,QHOT
4000000000000000498,11,4000000000000000487,SIEVE
4000000000000000500,13,4000000000000000487,QHOT
4000000000000000502,151,4000000000000000351,QHOT
4000000000000000504,17,4000000000000000487,QHOT
4000000000000000506,19,4000000000000000487,QHOT
4000000000000000508,157,4000000000000000351,QHOT
4000000000000000510,23,4000000000000000487,QHOT
4000000000000000512,443,4000000000000000069,QHOT
4000000000000000514,163,4000000000000000351,QHOT
4000000000000000516,29,4000000000000000487,QHOT
4000000000000000518,31,4000000000000000487,QHOT
4000000000000000520,373,4000000000000000147,QHOT
4000000000000000522,353,4000000000000000169,QHOT
4000000000000000524,37,4000000000000000487,QHOT
4000000000000000526,379,4000000000000000147,QHOT
4000000000000000528,41,4000000000000000487,QHOT
4000000000000000530,43,4000000000000000487,QHOT
4000000000000000532,181,4000000000000000351,QHOT
4000000000000000534,47,4000000000000000487,QHOT
4000000000000000536,389,4000000000000000147,QHOT
4000000000000000538,271,4000000000000000267,SIEVE
4000000000000000540,53,4000000000000000487,QHOT
4000000000000000542,191,4000000000000000351,QHOT
4000000000000000544,277,4000000000000000267,QHOT
4000000000000000546,59,4000000000000000487,QHOT
4000000000000000548,281,4000000000000000267,QHOT
4000000000000000550,283,4000000000000000267,QHOT
4000000000000000552,383,4000000000000000169,QHOT
4000000000000000554,67,4000000000000000487,QHOT
4000000000000000556,409,4000000000000000147,QHOT
4000000000000000558,71,4000000000000000487,QHOT
4000000000000000560,293,4000000000000000267,QHOT
4000000000000000562,211,4000000000000000351,QHOT
4000000000000000564,443,4000000000000000121,QHOT
4000000000000000566,79,4000000000000000487,QHOT
4000000000000000568,421,4000000000000000147,QHOT
4000000000000000570,83,4000000000000000487,QHOT
4000000000000000572,503,4000000000000000069,QHOT
4000000000000000574,307,4000000000000000267,QHOT
4000000000000000576,89,4000000000000000487,QHOT
4000000000000000578,311,4000000000000000267,QHOT
4000000000000000580,313,4000000000000000267,QHOT
4000000000000000582,461,4000000000000000121,QHOT
4000000000000000584,317,4000000000000000267,QHOT
4000000000000000586,439,4000000000000000147,QHOT
4000000000000000588,101,4000000000000000487,QHOT
4000000000000000590,103,4000000000000000487,QHOT
4000000000000000592,241,4000000000000000351,QHOT
4000000000000000594,107,4000000000000000487,QHOT
4000000000000000596,109,4000000000000000487,QHOT
4000000000000000598,331,4000000000000000267,QHOT
4000000000000000600,113,4000000000000000487,QHOT
4000000000000000602,251,4000000000000000351,QHOT
4000000000000000604,337,4000000000000000267,QHOT
4000000000000000606,1109,3999999999999999497,QHOT
4000000000000000608,257,4000000000000000351,QHOT
4000000000000000610,463,4000000000000000147,QHOT
4000000000000000612,443,4000000000000000169,QHOT
4000000000000000614,347,4000000000000000267,QHOT
4000000000000000616,349,4000000000000000267,QHOT
4000000000000000618,131,4000000000000000487,QHOT
4000000000000000620,353,4000000000000000267,QHOT
4000000000000000622,271,4000000000000000351,QHOT
4000000000000000624,137,4000000000000000487,QHOT
4000000000000000626,359,4000000000000000267,QHOT
4000000000000000628,277,4000000000000000351,QHOT
4000000000000000630,461,4000000000000000169,QHOT
4000000000000000632,281,4000000000000000351,QHOT
4000000000000000634,367,4000000000000000267,QHOT
4000000000000000636,149,4000000000000000487,QHOT
4000000000000000638,151,4000000000000000487,QHOT
4000000000000000640,373,4000000000000000267,QHOT
4000000000000000642,521,4000000000000000121,QHOT
4000000000000000644,157,4000000000000000487,QHOT
4000000000000000646,379,4000000000000000267,QHOT
4000000000000000648,479,4000000000000000169,QHOT
4000000000000000650,383,4000000000000000267,QHOT
4000000000000000652,1303,3999999999999999349,QHOT
4000000000000000654,167,4000000000000000487,QHOT
4000000000000000656,389,4000000000000000267,QHOT
4000000000000000658,307,4000000000000000351,QHOT
4000000000000000660,173,4000000000000000487,QHOT
4000000000000000662,311,4000000000000000351,QHOT
4000000000000000664,397,4000000000000000267,QHOT
4000000000000000666,179,4000000000000000487,QHOT
4000000000000000668,401,4000000000000000267,QHOT
4000000000000000670,523,4000000000000000147,QHOT
4000000000000000672,503,4000000000000000169,QHOT
4000000000000000674,1871,3999999999999998803,QHOT
4000000000000000676,409,4000000000000000267,QHOT
4000000000000000678,191,4000000000000000487,QHOT
4000000000000000680,193,4000000000000000487,QHOT
4000000000000000682,331,4000000000000000351,QHOT
4000000000000000684,197,4000000000000000487,QHOT
4000000000000000686,419,4000000000000000267,QHOT
4000000000000000688,421,4000000000000000267,QHOT
4000000000000000690,521,4000000000000000169,QHOT
4000000000000000692,523,4000000000000000169,QHOT
4000000000000000694,547,4000000000000000147,QHOT
4000000000000000696,809,3999999999999999887,QHOT
4000000000000000698,431,4000000000000000267,QHOT
4000000000000000700,433,4000000000000000267,QHOT
4000000000000000702,941,3999999999999999761,QHOT
4000000000000000704,353,4000000000000000351,QHOT
4000000000000000706,439,4000000000000000267,QHOT
4000000000000000708,587,4000000000000000121,QHOT
4000000000000000710,443,4000000000000000267,QHOT
4000000000000000712,643,4000000000000000069,QHOT
4000000000000000714,227,4000000000000000487,QHOT
4000000000000000716,449,4000000000000000267,QHOT
4000000000000000718,367,4000000000000000351,QHOT
4000000000000000720,233,4000000000000000487,QHOT
4000000000000000722,653,4000000000000000069,QHOT
4000000000000000724,457,4000000000000000267,QHOT
4000000000000000726,239,4000000000000000487,QHOT
4000000000000000728,461,4000000000000000267,QHOT
4000000000000000730,463,4000000000000000267,QHOT
4000000000000000732,563,4000000000000000169,QHOT
4000000000000000734,467,4000000000000000267,QHOT
4000000000000000736,1933,3999999999999998803,QHOT
4000000000000000738,251,4000000000000000487,QHOT
4000000000000000740,389,4000000000000000351,QHOT
4000000000000000742,673,4000000000000000069,QHOT
4000000000000000744,257,4000000000000000487,QHOT
4000000000000000746,479,4000000000000000267,QHOT
4000000000000000748,397,4000000000000000351,QHOT
4000000000000000750,263,4000000000000000487,QHOT
4000000000000000752,401,4000000000000000351,QHOT
4000000000000000754,487,4000000000000000267,QHOT
4000000000000000756,269,4000000000000000487,QHOT
4000000000000000758,491,4000000000000000267,QHOT
4000000000000000760,409,4000000000000000351,QHOT
4000000000000000762,593,4000000000000000169,QHOT
4000000000000000764,277,4000000000000000487,QHOT
4000000000000000766,499,4000000000000000267,QHOT
4000000000000000768,281,4000000000000000487,QHOT
4000000000000000770,503,4000000000000000267,QHOT
4000000000000000772,421,4000000000000000351,QHOT
4000000000000000774,653,4000000000000000121,QHOT
4000000000000000776,509,4000000000000000267,QHOT
4000000000000000778,631,4000000000000000147,QHOT
4000000000000000780,293,4000000000000000487,QHOT
4000000000000000782,431,4000000000000000351,QHOT
4000000000000000784,433,4000000000000000351,QHOT
4000000000000000786,617,4000000000000000169,QHOT
4000000000000000788,521,4000000000000000267,QHOT
4000000000000000790,523,4000000000000000267,QHOT
4000000000000000792,1031,3999999999999999761,QHOT
4000000000000000794,307,4000000000000000487,QHOT
4000000000000000796,727,4000000000000000069,QHOT
4000000000000000798,311,4000000000000000487,QHOT
4000000000000000800,313,4000000000000000487,QHOT
4000000000000000802,733,4000000000000000069,QHOT
4000000000000000804,317,4000000000000000487,QHOT
4000000000000000806,659,4000000000000000147,QHOT
4000000000000000808,541,4000000000000000267,QHOT
4000000000000000810,641,4000000000000000169,QHOT
4000000000000000812,461,4000000000000000351,QHOT
4000000000000000814,547,4000000000000000267,QHOT
4000000000000000816,647,4000000000000000169,QHOT
4000000000000000818,331,4000000000000000487,QHOT
4000000000000000820,673,4000000000000000147,QHOT
4000000000000000822,653,4000000000000000169,QHOT
4000000000000000824,557,4000000000000000267,QHOT
4000000000000000826,757,4000000000000000069,QHOT
4000000000000000828,659,4000000000000000169,QHOT
4000000000000000830,563,4000000000000000267,QHOT
4000000000000000832,1483,3999999999999999349,QHOT
4000000000000000834,347,4000000000000000487,QHOT
4000000000000000836,569,4000000000000000267,QHOT
4000000000000000838,571,4000000000000000267,QHOT
4000000000000000840,353,4000000000000000487,QHOT
4000000000000000842,491,4000000000000000351,QHOT
4000000000000000844,577,4000000000000000267,QHOT
4000000000000000846,359,4000000000000000487,QHOT
4000000000000000848,701,4000000000000000147,QHOT
4000000000000000850,499,4000000000000000351,QHOT
4000000000000000852,683,4000000000000000169,QHOT
4000000000000000854,587,4000000000000000267,QHOT
4000000000000000856,709,4000000000000000147,QHOT
4000000000000000858,1097,3999999999999999761,QHOT
4000000000000000860,593,4000000000000000267,QHOT
4000000000000000862,1171,3999999999999999691,QHOT
4000000000000000864,743,4000000000000000121,QHOT
4000000000000000866,599,4000000000000000267,QHOT
4000000000000000868,601,4000000000000000267,QHOT
4000000000000000870,383,4000000000000000487,QHOT
4000000000000000872,521,4000000000000000351,QHOT
4000000000000000874,607,4000000000000000267,QHOT
4000000000000000876,389,4000000000000000487,QHOT
4000000000000000878,709,4000000000000000169,QHOT
4000000000000000880,613,4000000000000000267,QHOT
4000000000000000882,761,4000000000000000121,QHOT
4000000000000000884,617,4000000000000000267,QHOT
4000000000000000886,619,4000000000000000267,QHOT
4000000000000000888,401,4000000000000000487,QHOT
4000000000000000890,743,4000000000000000147,QHOT
4000000000000000892,541,4000000000000000351,QHOT
4000000000000000894,773,4000000000000000121,QHOT
4000000000000000896,409,4000000000000000487,QHOT
4000000000000000898,631,4000000000000000267,QHOT
4000000000000000900,1109,3999999999999999791,QHOT
4000000000000000902,733,4000000000000000169,QHOT
4000000000000000904,757,4000000000000000147,QHOT
4000000000000000906,419,4000000000000000487,QHOT
4000000000000000908,641,4000000000000000267,QHOT
4000000000000000910,643,4000000000000000267,QHOT
4000000000000000912,743,4000000000000000169,QHOT
4000000000000000914,647,4000000000000000267,QHOT
4000000000000000916,769,4000000000000000147,QHOT
4000000000000000918,431,4000000000000000487,QHOT
4000000000000000920,653,4000000000000000267,QHOT
4000000000000000922,571,4000000000000000351,QHOT
4000000000000000924,1163,3999999999999999761,QHOT
4000000000000000926,659,4000000000000000267,QHOT
4000000000000000928,661,4000000000000000267,QHOT
4000000000000000930,443,4000000000000000487,QHOT
4000000000000000932,863,4000000000000000069,QHOT
4000000000000000934,787,4000000000000000147,QHOT
4000000000000000936,449,4000000000000000487,QHOT
4000000000000000938,587,4000000000000000351,QHOT
4000000000000000940,673,4000000000000000267,QHOT
4000000000000000942,773,4000000000000000169,QHOT
4000000000000000944,677,4000000000000000267,QHOT
4000000000000000946,877,4000000000000000069,QHOT
4000000000000000948,461,4000000000000000487,QHOT
4000000000000000950,683,4000000000000000267,QHOT
4000000000000000952,601,4000000000000000351,QHOT
4000000000000000954,467,4000000000000000487,QHOT
4000000000000000956,809,4000000000000000147,QHOT
4000000000000000958,691,4000000000000000267,QHOT
4000000000000000960,839,4000000000000000121,QHOT
4000000000000000962,1613,3999999999999999349,QHOT
4000000000000000964,613,4000000000000000351,QHOT
4000000000000000966,479,4000000000000000487,QHOT
4000000000000000968,701,4000000000000000267,QHOT
4000000000000000970,619,4000000000000000351,QHOT
4000000000000000972,1181,3999999999999999791,QHOT
4000000000000000974,487,4000000000000000487,QHOT
4000000000000000976,709,4000000000000000267,QHOT
4000000000000000978,491,4000000000000000487,QHOT
4000000000000000980,811,4000000000000000169,QHOT
4000000000000000982,631,4000000000000000351,QHOT
4000000000000000984,863,4000000000000000121,QHOT
4000000000000000986,719,4000000000000000267,QHOT
4000000000000000988,919,4000000000000000069,QHOT
4000000000000000990,503,4000000000000000487,QHOT
4000000000000000992,641,4000000000000000351,QHOT
4000000000000000994,727,4000000000000000267,QHOT
4000000000000000996,509,4000000000000000487,QHOT
4000000000000000998,647,4000000000000000351,QHOT
4000000000000001000,733,4000000000000000267,QHOT
4000000000000001002,881,4000000000000000121,QHOT
4000000000000001004,653,4000000000000000351,QHOT
4000000000000001006,739,4000000000000000267,QHOT
4000000000000001008,521,4000000000000000487,QHOT
4000000000000001010,743,4000000000000000267,QHOT
4000000000000001012,661,4000000000000000351,QHOT
4000000000000001014,1223,3999999999999999791,QHOT
4000000000000001016,947,4000000000000000069,QHOT
4000000000000001018,751,4000000000000000267,QHOT
4000000000000001020,1259,3999999999999999761,QHOT
4000000000000001022,853,4000000000000000169,QHOT
4000000000000001024,757,4000000000000000267,QHOT
4000000000000001026,857,4000000000000000169,QHOT
4000000000000001028,761,4000000000000000267,QHOT
4000000000000001030,883,4000000000000000147,QHOT
4000000000000001032,863,4000000000000000169,QHOT
4000000000000001034,547,4000000000000000487,QHOT
4000000000000001036,769,4000000000000000267,QHOT
4000000000000001038,1277,3999999999999999761,QHOT
4000000000000001040,773,4000000000000000267,QHOT
4000000000000001042,691,4000000000000000351,QHOT
4000000000000001044,557,4000000000000000487,QHOT
4000000000000001046,877,4000000000000000169,QHOT
4000000000000001048,1699,3999999999999999349,QHOT
4000000000000001050,563,4000000000000000487,QHOT
4000000000000001052,701,4000000000000000351,QHOT
4000000000000001054,787,4000000000000000267,QHOT
4000000000000001056,569,4000000000000000487,QHOT
4000000000000001058,571,4000000000000000487,QHOT
4000000000000001060,709,4000000000000000351,QHOT
4000000000000001062,941,4000000000000000121,QHOT
4000000000000001064,797,4000000000000000267,QHOT
4000000000000001066,919,4000000000000000147,QHOT
4000000000000001068,947,4000000000000000121,QHOT
4000000000000001070,719,4000000000000000351,QHOT
4000000000000001072,1723,3999999999999999349,QHOT
4000000000000001074,587,4000000000000000487,QHOT
4000000000000001076,809,4000000000000000267,QHOT
4000000000000001078,811,4000000000000000267,QHOT
4000000000000001080,593,4000000000000000487,QHOT
4000000000000001082,1013,4000000000000000069,QHOT
4000000000000001084,733,4000000000000000351,QHOT
4000000000000001086,599,4000000000000000487,QHOT
4000000000000001088,821,4000000000000000267,QHOT
4000000000000001090,823,4000000000000000267,QHOT
4000000000000001092,971,4000000000000000121,QHOT
4000000000000001094,827,4000000000000000267,QHOT
4000000000000001096,829,4000000000000000267,QHOT
4000000000000001098,929,4000000000000000169,QHOT
4000000000000001100,613,4000000000000000487,QHOT
4000000000000001102,751,4000000000000000351,QHOT
4000000000000001104,617,4000000000000000487,QHOT
4000000000000001106,839,4000000000000000267,QHOT
4000000000000001108,757,4000000000000000351,QHOT
4000000000000001110,941,4000000000000000169,QHOT
4000000000000001112,761,4000000000000000351,QHOT
4000000000000001114,967,4000000000000000147,QHOT
4000000000000001116,947,4000000000000000169,QHOT
4000000000000001118,631,4000000000000000487,QHOT
4000000000000001120,853,4000000000000000267,QHOT
4000000000000001122,953,4000000000000000169,QHOT
4000000000000001124,857,4000000000000000267,QHOT
4000000000000001126,859,4000000000000000267,QHOT
4000000000000001128,641,4000000000000000487,QHOT
4000000000000001130,863,4000000000000000267,QHOT
4000000000000001132,1063,4000000000000000069,QHOT
4000000000000001134,647,4000000000000000487,QHOT
4000000000000001136,967,4000000000000000169,QHOT
4000000000000001138,787,4000000000000000351,QHOT
4000000000000001140,653,4000000000000000487,QHOT
4000000000000001142,1021,4000000000000000121,QHOT
4000000000000001144,877,4000000000000000267,QHOT
4000000000000001146,659,4000000000000000487,QHOT
4000000000000001148,881,4000000000000000267,QHOT
4000000000000001150,883,4000000000000000267,QHOT
4000000000000001152,983,4000000000000000169,QHOT
4000000000000001154,887,4000000000000000267,QHOT
4000000000000001156,1009,4000000000000000147,QHOT
4000000000000001158,1367,3999999999999999791,QHOT
4000000000000001160,673,4000000000000000487,QHOT
4000000000000001162,811,4000000000000000351,QHOT
4000000000000001164,677,4000000000000000487,QHOT
4000000000000001166,1019,4000000000000000147,QHOT
4000000000000001168,1021,4000000000000000147,QHOT
4000000000000001170,683,4000000000000000487,QHOT
4000000000000001172,821,4000000000000000351,QHOT
4000000000000001174,907,4000000000000000267,QHOT
4000000000000001176,1289,3999999999999999887,QHOT
4000000000000001178,911,4000000000000000267,QHOT
4000000000000001180,829,4000000000000000351,QHOT
4000000000000001182,1013,4000000000000000169,QHOT
4000000000000001184,1063,4000000000000000121,QHOT
4000000000000001186,919,4000000000000000267,QHOT
